student_id,attendance_rate,homework_submission_rate,exam_score_avg,gate_pass_violations,bus_delay_minutes,sentiment_score,sentiment_text,gamified_points,risk_label
STU04453,52.38,84.98,80.74,1,8,0.15,Love my teachers,1253,0
STU04454,96.87,57.8,57.76,0,0,-0.5,Struggling with math,866,1
STU04455,78.33,78.67,49.57,0,4,-0.62,Nobody wants to talk to me,1034,1
STU04456,90.67,70.36,53.74,2,7,-0.27,Nobody wants to talk to me,972,1
STU04457,83.28,68.33,77.23,1,0,0.54,Love my teachers,1069,0
STU04458,85.66,84.46,59.11,0,5,-0.19,I feel great today,1140,0
STU04459,86.82,54.53,89.14,0,1,-0.33,Too much pressure,991,0
STU04460,64.03,54.82,66.52,0,18,-0.37,I feel lonely during lunch,880,1
STU04461,94.21,65.58,84.88,0,3,-0.16,Homework was easy,1080,0
STU04462,80.81,89.69,59.72,0,3,0.24,Had a good day at school,1195,0
STU04463,67.68,63.47,66.29,0,10,0.55,I feel great today,966,0
STU04464,68.06,64.1,89.12,0,1,0.75,Class was fun,1086,0
STU04465,51.96,93.1,80.35,0,14,0.09,Had a good day at school,1332,0
STU04466,84.3,77.36,81.23,0,6,-0.08,Excited for the football game,1179,0
STU04467,91.39,57.61,95.91,0,0,-0.45,I feel lonely during lunch,1055,0
STU04468,70.93,66.52,73.06,0,8,0.39,Class was fun,1030,0
STU04469,86.26,91.77,79.12,1,13,0.32,Love my teachers,1313,0
STU04470,84.63,95.48,77.44,0,1,0.86,Had a good day at school,1342,0
STU04471,93.03,86.81,85.92,0,7,0.24,I feel great today,1297,0
STU04472,94.37,53.56,62.0,0,1,0.09,So tired and stressed out,845,0
STU04473,84.67,47.92,65.91,2,3,-0.16,Nobody wants to talk to me,808,1
STU04474,98.5,74.62,86.54,0,0,0.94,Excited for the football game,1178,0
STU04475,89.4,55.91,79.09,0,6,-0.89,Too much pressure,954,1
STU04476,84.22,64.78,87.52,0,9,-0.08,I feel great today,1085,0
STU04477,80.37,52.13,69.95,1,4,-0.17,Nobody wants to talk to me,871,1
STU04478,67.25,74.85,70.66,1,0,0.8,Excited for the football game,1101,0
STU04479,76.05,57.35,66.65,0,2,0.2,Struggling with math,906,0
STU04480,89.35,54.07,77.66,0,1,-0.1,Nobody wants to talk to me,929,0
STU04481,81.76,89.86,100.0,0,0,0.74,Love my teachers,1398,0
STU04482,65.75,92.58,87.13,0,1,0.33,I feel great today,1361,0
STU04483,76.21,84.33,70.34,0,0,-0.0,Love my teachers,1195,0
STU04484,79.08,92.25,95.34,1,0,-0.0,Love my teachers,1399,0
STU04485,58.95,71.58,75.07,0,16,0.58,Love my teachers,1091,0
STU04486,90.89,74.01,70.32,1,1,-0.14,Love my teachers,1091,0
STU04487,83.51,74.66,62.64,0,1,-0.08,Excited for the football game,1059,0
STU04488,86.6,64.35,74.28,0,1,0.39,Homework was easy,1014,0
STU04489,90.75,82.5,85.71,0,3,0.91,I feel great today,1253,0
STU04490,82.81,40.7,72.11,0,3,-0.73,Struggling with math,767,1
STU04491,79.46,59.56,97.92,1,2,-0.66,Nobody wants to talk to me,1085,1
STU04492,83.1,82.11,81.04,0,0,0.73,Class was fun,1226,0
STU04493,87.24,61.22,70.96,0,6,-0.02,Love my teachers,967,0
STU04494,95.99,75.51,68.41,2,1,-0.15,I feel great today,1097,1
STU04495,46.12,75.49,55.11,0,0,0.03,Excited for the football game,1030,0
STU04496,87.67,75.4,73.12,0,0,-0.16,Excited for the football game,1119,0
STU04497,81.37,47.39,80.09,1,1,-0.72,Feeling very overwhelmed,874,1
STU04498,89.73,76.69,87.71,0,10,-0.03,Love my teachers,1205,0
STU04499,95.1,76.13,64.27,0,1,0.9,I feel great today,1082,0
STU04500,75.75,41.47,67.37,1,0,0.03,Feeling very overwhelmed,751,1
STU04501,88.58,60.6,53.48,0,0,-0.76,So tired and stressed out,873,1
STU04502,90.17,63.02,65.79,1,11,0.69,Homework was easy,959,0
STU04503,75.34,60.89,84.04,1,2,0.56,Love my teachers,1029,0
STU04504,76.8,79.93,83.47,0,7,0.29,Homework was easy,1216,0
STU04505,83.42,39.28,74.29,0,0,-0.13,Nobody wants to talk to me,764,0
STU04506,96.64,74.47,60.95,0,0,0.84,Homework was easy,1049,0
STU04507,68.7,59.22,76.24,0,3,0.06,So tired and stressed out,973,0
STU04508,66.99,51.62,89.24,0,1,-0.87,So tired and stressed out,962,1
STU04509,90.78,76.75,77.25,0,0,0.4,Excited for the football game,1153,0
STU04510,88.19,52.94,66.99,0,12,0.11,I feel lonely during lunch,864,0
STU04511,87.09,58.06,99.46,0,2,-0.71,So tired and stressed out,1077,1
STU04512,32.83,48.39,71.38,0,1,-0.7,Feeling very overwhelmed,840,1
STU04513,91.47,81.21,65.06,0,4,0.68,Homework was easy,1137,0
STU04514,83.38,79.43,73.64,0,11,-0.14,Had a good day at school,1162,0
STU04515,66.52,83.5,63.73,0,2,0.69,Love my teachers,1153,0
STU04516,81.49,62.42,51.48,1,7,-0.28,Too much pressure,881,1
STU04517,61.62,80.97,86.85,0,11,0.62,Class was fun,1243,0
STU04518,97.75,67.49,58.19,1,6,0.23,Class was fun,965,0
STU04519,69.02,69.87,72.64,0,0,0.15,Homework was easy,1061,0
STU04520,82.63,75.47,43.11,0,11,-0.34,Feeling very overwhelmed,970,0
STU04521,75.8,75.63,78.84,0,0,0.79,I feel great today,1150,0
STU04522,89.03,84.31,76.44,1,0,0.24,Excited for the football game,1225,0
STU04523,85.88,75.58,79.97,0,1,0.92,I feel great today,1155,0
STU04524,66.39,56.35,87.01,0,6,-0.75,Struggling with math,998,1
STU04525,66.45,81.77,79.26,0,7,-0.02,Excited for the football game,1214,0
STU04526,58.8,78.99,74.93,0,8,0.52,I feel great today,1164,0
STU04527,45.3,58.56,94.57,0,2,-0.95,Feeling very overwhelmed,1058,1
STU04528,55.98,66.24,73.4,0,22,0.02,Excited for the football game,1029,0
STU04529,75.25,65.88,71.52,0,6,-0.16,Class was fun,1016,0
STU04530,94.27,73.41,75.97,1,10,-0.12,Homework was easy,1113,0
STU04531,73.27,63.68,100.0,0,0,0.01,Class was fun,1136,0
STU04532,68.38,50.24,79.92,0,8,-0.92,Too much pressure,902,1
STU04533,91.71,84.18,80.44,0,0,0.88,I feel great today,1244,0
STU04534,73.48,85.5,91.98,0,0,0.58,Had a good day at school,1314,0
STU04535,61.19,70.86,76.99,2,4,0.54,I feel great today,1093,0
STU04536,73.5,74.02,89.26,1,0,0.75,Excited for the football game,1186,0
STU04537,74.97,67.41,79.03,0,2,0.95,Had a good day at school,1069,0
STU04538,95.11,53.42,91.64,1,2,-0.07,I feel lonely during lunch,992,0
STU04539,58.7,56.88,78.0,0,10,-0.03,So tired and stressed out,958,0
STU04540,74.56,68.47,68.49,1,2,0.25,Love my teachers,1027,0
STU04541,84.16,67.44,76.52,0,5,0.95,I feel great today,1057,0
STU04542,70.84,63.02,87.83,0,0,0.13,Homework was easy,1069,0
STU04543,64.84,83.09,63.19,0,3,0.83,Love my teachers,1146,0
STU04544,90.4,51.86,73.59,0,15,-0.41,Nobody wants to talk to me,886,1
STU04545,87.3,81.41,71.41,0,1,0.57,Had a good day at school,1171,0
STU04546,87.46,69.21,67.16,1,0,0.53,Homework was easy,1027,0
STU04547,82.53,78.41,86.18,0,10,0.61,Class was fun,1215,0
STU04548,76.78,67.06,81.71,0,9,-0.08,I feel great today,1079,0
STU04549,78.06,84.37,86.34,1,0,0.19,I feel great today,1275,0
STU04550,70.76,42.63,85.37,1,7,-0.31,Struggling with math,853,1
STU04551,74.92,64.55,99.64,0,0,0.06,Class was fun,1143,0
STU04552,84.43,92.25,88.61,2,3,0.67,Class was fun,1365,0
STU04553,81.36,62.36,80.4,0,2,0.07,Homework was easy,1025,0
STU04554,92.7,65.48,79.45,0,1,0.52,Love my teachers,1052,0
STU04555,56.66,57.57,74.96,0,6,0.19,I feel lonely during lunch,950,0
STU04556,84.19,53.8,55.06,0,11,-0.57,Too much pressure,813,1
STU04557,92.32,89.55,65.91,1,2,0.57,Love my teachers,1225,0
STU04558,66.52,54.15,79.29,2,0,-0.88,I feel lonely during lunch,937,1
STU04559,91.94,91.35,91.47,1,0,-0.16,Excited for the football game,1370,0
STU04560,88.6,84.35,74.27,1,3,0.71,Love my teachers,1214,0
STU04561,29.63,66.8,48.48,1,0,-0.68,Struggling with math,910,1
STU04562,76.28,58.7,64.61,1,0,-0.86,Struggling with math,910,1
STU04563,59.15,71.72,100.0,0,2,0.43,Class was fun,1217,0
STU04564,93.92,70.69,87.66,0,1,0.62,I feel great today,1145,0
STU04565,84.73,65.99,68.15,0,11,0.11,I feel great today,1000,0
STU04566,91.71,67.47,72.03,0,0,0.66,Homework was easy,1034,0
STU04567,90.73,57.36,57.61,0,8,-0.64,I feel lonely during lunch,861,1
STU04568,75.12,72.4,78.79,0,0,0.7,Had a good day at school,1117,0
STU04569,51.4,82.38,52.21,0,12,-0.96,So tired and stressed out,1084,1
STU04570,85.08,80.09,73.34,0,3,0.39,Class was fun,1167,0
STU04571,75.62,47.37,58.55,0,6,-0.83,Feeling very overwhelmed,766,1
STU04572,82.47,56.24,98.55,0,2,-0.29,Struggling with math,1055,0
STU04573,51.92,71.03,69.5,0,1,0.58,I feel great today,1057,0
STU04574,79.68,64.45,85.78,0,0,0.72,Homework was easy,1073,0
STU04575,85.55,73.57,88.83,0,8,0.11,I feel great today,1179,0
STU04576,91.36,75.41,54.65,0,8,0.18,Struggling with math,1027,0
STU04577,76.46,69.62,70.42,0,1,0.11,Love my teachers,1048,0
STU04578,88.75,88.39,44.73,2,3,-0.01,Too much pressure,1107,1
STU04579,87.11,86.24,57.51,1,3,0.13,Had a good day at school,1149,0
STU04580,78.52,61.56,62.23,0,4,0.35,Homework was easy,926,0
STU04581,81.59,47.21,69.39,1,6,-0.98,Nobody wants to talk to me,819,1
STU04582,84.4,47.95,73.78,0,0,-0.79,Feeling very overwhelmed,848,1
STU04583,91.73,34.6,74.65,0,0,-0.51,Feeling very overwhelmed,719,1
STU04584,76.49,58.65,79.87,1,2,-0.38,Nobody wants to talk to me,985,1
STU04585,86.5,70.47,64.05,0,8,0.33,Class was fun,1024,0
STU04586,87.96,63.83,82.38,1,3,0.85,Love my teachers,1050,0
STU04587,84.64,80.2,84.61,0,3,-0.07,Excited for the football game,1225,0
STU04588,90.56,79.34,78.36,1,3,0.39,I feel great today,1185,0
STU04589,98.2,72.86,75.73,1,0,0.03,Homework was easy,1107,0
STU04590,79.07,49.29,52.46,0,3,-0.08,Feeling very overwhelmed,755,0
STU04591,81.33,58.34,86.45,0,12,0.08,Struggling with math,1015,0
STU04592,88.15,45.56,67.03,0,4,0.09,So tired and stressed out,790,0
STU04593,76.97,75.33,83.27,1,2,0.99,Homework was easy,1169,0
STU04594,95.22,74.61,73.94,1,3,0.16,Homework was easy,1115,0
STU04595,98.38,74.18,71.79,0,2,0.89,Love my teachers,1100,0
STU04596,82.47,52.56,69.55,0,6,0.02,Struggling with math,873,0
STU04597,68.96,83.54,63.15,0,5,0.67,I feel great today,1151,0
STU04598,78.36,58.59,55.24,0,9,-0.71,Too much pressure,862,1
STU04599,72.98,80.64,71.33,0,9,0.84,Had a good day at school,1163,0
STU04600,94.8,69.59,83.82,0,3,0.13,Homework was easy,1115,0
STU04601,63.08,52.64,69.18,0,26,-0.54,Nobody wants to talk to me,872,1
STU04602,82.4,63.74,75.34,0,2,0.31,Excited for the football game,1014,0
STU04603,86.51,92.72,67.82,0,7,0.81,Homework was easy,1266,0
STU04604,67.29,71.87,70.48,1,3,0.4,Excited for the football game,1071,0
STU04605,87.31,87.72,88.63,0,10,0.83,Class was fun,1320,0
STU04606,56.8,71.74,66.14,0,5,-0.04,Homework was easy,1048,0
STU04607,74.22,80.65,76.91,0,7,0.46,I feel great today,1191,0
STU04608,84.74,76.05,66.91,0,1,0.12,Excited for the football game,1095,0
STU04609,90.24,70.49,82.31,0,11,-0.13,Homework was easy,1116,0
STU04610,68.48,58.88,66.99,0,4,-0.01,So tired and stressed out,923,0
STU04611,78.26,45.83,73.56,0,1,0.16,Struggling with math,826,0
STU04612,61.87,81.58,84.11,0,5,-0.1,Class was fun,1236,0
STU04613,82.79,75.31,74.25,0,12,0.94,Excited for the football game,1124,0
STU04614,84.87,51.89,81.35,1,4,-0.1,I feel lonely during lunch,925,1
STU04615,80.41,66.21,74.91,0,8,0.02,I feel great today,1036,0
STU04616,83.76,76.39,65.87,0,2,-0.12,Class was fun,1093,0
STU04617,89.2,71.31,82.41,0,4,0.53,Love my teachers,1125,0
STU04618,88.9,40.21,100.0,0,0,-0.96,Too much pressure,902,1
STU04619,90.96,67.29,62.68,0,1,-0.06,I feel great today,986,0
STU04620,97.16,54.83,82.15,0,0,0.15,Feeling very overwhelmed,959,0
STU04621,56.94,79.95,60.07,1,0,0.13,Love my teachers,1099,0
STU04622,80.71,88.28,73.77,0,13,0.48,Excited for the football game,1251,0
STU04623,87.26,64.98,87.78,0,0,0.06,Had a good day at school,1088,0
STU04624,82.61,62.2,88.72,1,1,0.57,Homework was easy,1065,0
STU04625,86.77,64.13,68.86,0,3,0.91,Had a good day at school,985,0
STU04626,76.37,68.55,79.41,0,1,0.06,Class was fun,1082,0
STU04627,75.03,77.56,71.79,0,3,0.66,Had a good day at school,1134,0
STU04628,75.55,84.65,81.05,0,2,0.1,I feel great today,1251,0
STU04629,74.34,37.81,62.84,1,5,-0.48,So tired and stressed out,692,1
STU04630,76.55,72.92,96.76,0,1,0.06,Had a good day at school,1213,0
STU04631,59.05,70.31,83.11,0,2,0.48,Homework was easy,1118,0
STU04632,68.97,46.75,76.76,1,0,-0.81,I feel lonely during lunch,851,1
STU04633,93.03,91.27,92.27,0,7,0.47,Love my teachers,1374,0
STU04634,56.35,78.87,57.34,0,1,-0.1,Homework was easy,1075,0
STU04635,64.44,78.99,39.93,1,2,-0.44,I feel lonely during lunch,989,1
STU04636,90.95,40.14,61.85,0,6,-0.36,Nobody wants to talk to me,710,1
STU04637,84.37,52.84,92.53,1,1,-0.28,So tired and stressed out,991,1
STU04638,86.02,71.57,69.05,0,6,0.15,Excited for the football game,1060,0
STU04639,89.32,53.27,66.62,1,6,-0.74,Feeling very overwhelmed,865,1
STU04640,77.25,78.3,67.67,0,0,0.23,Homework was easy,1121,0
STU04641,69.94,63.47,96.57,0,16,0.4,Love my teachers,1117,0
STU04642,47.43,67.87,67.66,0,0,0.1,I feel great today,1017,0
STU04643,94.09,78.28,76.84,0,5,0.04,Had a good day at school,1167,0
STU04644,94.81,70.45,73.46,1,7,0.11,Had a good day at school,1071,0
STU04645,78.55,49.62,86.12,0,4,-0.84,I feel lonely during lunch,926,1
STU04646,81.56,77.41,66.51,0,13,-0.06,Had a good day at school,1106,0
STU04647,61.39,84.16,48.35,1,1,-0.03,Too much pressure,1083,1
STU04648,79.85,85.85,98.02,0,4,-0.14,Had a good day at school,1348,0
STU04649,93.43,64.85,77.15,0,2,-0.12,Class was fun,1034,0
STU04650,87.17,66.37,84.44,1,0,0.2,I feel great today,1085,0
STU04651,73.18,81.72,80.47,0,2,0.37,Homework was easy,1219,0
STU04652,91.35,71.86,76.52,0,6,0.32,Class was fun,1101,0
STU04653,83.03,77.17,84.32,0,7,-0.0,Class was fun,1193,0
STU04654,85.51,71.9,66.83,0,7,0.02,Class was fun,1053,0
STU04655,67.52,62.1,96.69,0,7,0.32,Class was fun,1104,0
STU04656,90.51,52.37,70.21,0,11,0.2,Nobody wants to talk to me,874,0
STU04657,62.35,56.52,77.41,2,1,-0.36,Feeling very overwhelmed,952,1
STU04658,71.76,82.28,70.74,0,0,0.03,Homework was easy,1176,0
STU04659,89.06,56.11,67.49,1,15,-0.07,Feeling very overwhelmed,898,1
STU04660,76.8,79.57,77.17,0,18,0.62,Love my teachers,1181,0
STU04661,88.59,54.89,58.95,1,5,0.02,So tired and stressed out,843,1
STU04662,51.83,69.73,90.17,0,1,0.35,Class was fun,1148,0
STU04663,63.77,70.15,87.15,0,2,0.71,Love my teachers,1137,0
STU04664,92.41,71.11,70.32,1,2,0.11,Class was fun,1062,0
STU04665,80.59,79.63,91.46,0,0,0.93,Had a good day at school,1253,0
STU04666,84.02,82.86,79.21,1,10,0.91,Excited for the football game,1224,0
STU04667,92.78,56.21,66.64,0,15,-0.2,Struggling with math,895,0
STU04668,78.4,66.34,81.28,0,11,0.34,Love my teachers,1069,0
STU04669,61.27,84.74,66.7,0,3,0.5,I feel great today,1180,0
STU04670,94.09,90.53,60.99,0,14,-0.18,I feel great today,1210,0
STU04671,60.93,68.32,94.54,0,8,-0.18,Homework was easy,1155,0
STU04672,54.07,77.17,76.28,0,0,0.31,Had a good day at school,1153,0
STU04673,80.96,84.95,76.54,0,4,0.05,Homework was easy,1232,0
STU04674,83.78,81.78,74.16,0,0,-0.18,Had a good day at school,1188,0
STU04675,95.26,60.85,55.1,0,0,0.41,Excited for the football game,884,0
STU04676,83.18,85.33,80.61,1,7,-0.09,Excited for the football game,1256,0
STU04677,98.12,51.85,79.66,0,4,-0.39,I feel lonely during lunch,916,0
STU04678,87.95,78.15,67.23,1,1,0.78,Homework was easy,1117,0
STU04679,89.13,85.4,81.27,0,3,-0.17,I feel great today,1260,0
STU04680,86.81,88.68,72.0,2,3,0.48,Love my teachers,1246,0
STU04681,77.07,65.88,81.25,0,0,0.24,Had a good day at school,1065,0
STU04682,53.24,85.29,91.09,0,3,0.62,Had a good day at school,1308,0
STU04683,92.52,90.56,82.57,1,7,0.49,Had a good day at school,1318,0
STU04684,79.63,77.89,60.35,0,1,0.06,Homework was easy,1080,0
STU04685,78.49,74.98,65.84,1,1,0.76,I feel great today,1079,0
STU04686,78.72,58.96,81.38,0,0,-0.89,So tired and stressed out,996,1
STU04687,60.51,35.25,71.82,1,4,-0.66,Nobody wants to talk to me,711,1
STU04688,80.15,90.85,74.2,1,8,0.65,Class was fun,1279,0
STU04689,77.74,58.25,74.74,0,3,-0.65,I feel lonely during lunch,956,1
STU04690,82.31,55.82,79.89,1,0,0.15,I feel lonely during lunch,957,0
STU04691,90.47,78.21,76.96,0,0,0.03,Had a good day at school,1166,0
STU04692,76.31,73.47,79.87,2,3,-0.15,I feel great today,1134,1
STU04693,77.89,67.62,84.08,1,6,-0.2,I feel great today,1096,1
STU04694,74.69,79.64,88.23,0,7,-0.09,Had a good day at school,1237,0
STU04695,88.87,88.13,97.66,0,10,-0.01,I feel great today,1369,0
STU04696,85.07,82.62,51.66,0,11,-0.25,Struggling with math,1084,0
STU04697,81.84,87.19,75.93,1,0,0.73,Had a good day at school,1251,0
STU04698,98.52,53.18,62.9,0,2,-0.11,Struggling with math,846,0
STU04699,72.88,53.96,84.75,1,14,-0.65,So tired and stressed out,963,1
STU04700,55.11,78.84,77.11,0,2,0.81,Excited for the football game,1173,0
STU04701,94.23,82.39,62.05,0,10,0.97,Homework was easy,1134,0
STU04702,75.1,90.4,81.88,0,1,-0.17,Love my teachers,1313,0
STU04703,84.14,86.75,75.59,0,0,0.8,Homework was easy,1245,0
STU04704,90.35,95.39,65.09,0,6,0.7,Had a good day at school,1279,0
STU04705,87.01,77.08,81.13,1,5,0.37,Had a good day at school,1176,0
STU04706,84.17,85.29,71.72,0,3,-0.05,Homework was easy,1211,0
STU04707,79.11,65.55,69.86,0,10,0.14,I feel great today,1004,0
STU04708,94.85,79.4,72.23,1,1,0.37,Class was fun,1155,0
STU04709,89.41,53.44,83.3,0,0,-0.91,Struggling with math,950,1
STU04710,79.17,78.86,63.16,0,1,0.75,Homework was easy,1104,0
STU04711,89.05,80.37,87.01,1,0,0.19,Class was fun,1238,0
STU04712,69.98,85.26,76.0,0,4,0.73,Had a good day at school,1232,0
STU04713,88.81,66.13,67.43,0,4,0.69,Had a good day at school,998,0
STU04714,94.59,80.79,94.54,0,3,0.78,Love my teachers,1280,0
STU04715,97.29,83.27,60.07,0,1,0.94,Love my teachers,1133,0
STU04716,91.96,90.07,79.17,0,1,0.2,Homework was easy,1296,0
STU04717,60.03,70.25,60.78,0,11,0.52,I feel great today,1006,0
STU04718,74.54,55.06,68.38,0,4,-0.52,So tired and stressed out,892,1
STU04719,72.04,49.71,69.36,0,13,-0.51,Struggling with math,843,1
STU04720,81.58,81.54,54.93,0,1,-0.32,Too much pressure,1090,0
STU04721,86.8,75.88,64.07,0,9,0.05,Class was fun,1079,0
STU04722,72.28,82.66,54.12,0,0,-0.14,Feeling very overwhelmed,1097,0
STU04723,94.96,69.94,85.08,1,0,0.39,Love my teachers,1124,0
STU04724,76.1,49.59,66.19,0,0,-0.42,So tired and stressed out,826,1
STU04725,77.68,81.25,84.14,0,4,0.31,Excited for the football game,1233,0
STU04726,97.07,77.48,73.83,0,1,0.95,Excited for the football game,1143,0
STU04727,71.82,82.05,76.02,0,10,0.98,I feel great today,1200,0
STU04728,88.79,72.11,72.37,0,1,0.37,Excited for the football game,1082,0
STU04729,92.18,68.21,79.51,0,1,0.97,Excited for the football game,1079,0
STU04730,74.61,82.98,65.38,0,6,0.71,Excited for the football game,1156,0
STU04731,81.45,64.66,65.22,0,5,0.46,Excited for the football game,972,0
STU04732,80.53,70.62,75.3,0,3,0.28,Homework was easy,1082,0
STU04733,95.9,83.15,72.71,0,0,0.05,Love my teachers,1195,0
STU04734,78.35,79.33,67.91,1,13,-0.13,Love my teachers,1132,0
STU04735,94.41,79.76,86.05,0,2,0.99,I feel great today,1227,0
STU04736,84.99,55.6,76.39,0,0,0.01,Nobody wants to talk to me,937,0
STU04737,83.33,85.27,80.98,0,1,0.17,Class was fun,1257,0
STU04738,90.58,60.45,69.93,0,0,-0.08,Excited for the football game,954,0
STU04739,81.2,75.2,55.37,0,6,-0.09,Love my teachers,1028,0
STU04740,72.3,91.89,71.67,1,5,0.42,Homework was easy,1277,0
STU04741,80.69,82.18,78.1,0,5,-0.01,Excited for the football game,1212,0
STU04742,68.45,77.94,88.04,0,1,0.17,Excited for the football game,1219,0
STU04743,96.66,74.38,72.63,0,9,-0.06,Love my teachers,1106,0
STU04744,79.08,50.72,77.85,1,0,-0.12,So tired and stressed out,896,1
STU04745,80.87,46.5,62.75,0,33,-0.5,I feel lonely during lunch,778,1
STU04746,85.07,62.28,75.78,0,0,0.3,Love my teachers,1001,0
STU04747,86.04,60.9,73.42,0,0,0.02,I feel great today,976,0
STU04748,66.92,69.59,91.95,0,7,0.68,Class was fun,1155,0
STU04749,91.73,82.12,86.14,1,7,0.9,Homework was easy,1251,0
STU04750,77.14,91.33,64.79,0,3,0.11,Class was fun,1237,0
STU04751,80.61,58.52,77.29,0,7,-0.85,So tired and stressed out,971,1
STU04752,94.85,39.57,92.77,0,19,0.17,Too much pressure,859,0
STU04753,68.62,38.46,68.16,1,4,-0.42,So tired and stressed out,725,1
STU04754,94.46,71.89,85.99,1,4,0.87,Had a good day at school,1148,0
STU04755,71.72,68.64,75.95,1,2,0.16,Excited for the football game,1066,0
STU04756,93.65,85.81,72.6,1,2,0.56,I feel great today,1221,0
STU04757,74.42,73.84,89.33,0,10,0.94,Had a good day at school,1185,0
STU04758,80.55,79.84,79.58,0,8,0.48,Class was fun,1196,0
STU04759,66.27,74.72,71.56,0,5,0.33,I feel great today,1105,0
STU04760,82.94,56.17,63.65,1,2,-0.29,Struggling with math,879,1
STU04761,82.39,76.86,71.46,0,4,-0.11,Love my teachers,1125,0
STU04762,76.12,49.7,72.05,0,2,-0.92,I feel lonely during lunch,857,1
STU04763,81.22,29.74,85.02,0,0,0.14,So tired and stressed out,722,0
STU04764,80.33,82.4,68.2,0,18,0.53,Class was fun,1165,0
STU04765,81.27,60.7,76.41,0,2,0.3,Had a good day at school,989,0
STU04766,82.84,80.79,84.21,1,11,0.62,Had a good day at school,1228,0
STU04767,90.78,70.13,80.47,1,3,0.99,I feel great today,1103,0
STU04768,94.24,64.87,71.45,1,13,0.84,Class was fun,1005,0
STU04769,85.26,83.41,72.1,0,1,1.0,Class was fun,1194,0
STU04770,61.47,61.73,72.55,0,4,0.75,Class was fun,980,0
STU04771,97.52,88.28,80.33,0,0,0.18,I feel great today,1284,0
STU04772,86.39,79.38,70.64,2,2,0.12,Class was fun,1147,0
STU04773,89.91,87.96,74.26,0,22,1.0,I feel great today,1250,0
STU04774,64.36,78.36,72.38,0,8,0.44,Homework was easy,1145,0
STU04775,91.18,76.39,72.28,1,3,0.36,I feel great today,1125,0
STU04776,73.81,45.29,83.18,0,3,-0.43,Struggling with math,868,1
STU04777,91.36,75.37,77.35,0,2,0.62,Love my teachers,1140,0
STU04778,58.89,69.46,79.22,0,1,0.28,Class was fun,1090,0
STU04779,77.34,76.69,55.23,0,3,0.7,Excited for the football game,1043,0
STU04780,97.11,58.13,74.48,1,11,-0.16,Struggling with math,953,1
STU04781,63.15,81.87,68.69,0,3,-0.17,Homework was easy,1162,0
STU04782,92.13,63.94,44.54,0,6,-0.14,I feel lonely during lunch,862,0
STU04783,79.96,72.27,82.33,0,0,-0.13,Homework was easy,1134,0
STU04784,76.6,60.39,59.26,0,3,0.87,Love my teachers,900,0
STU04785,81.24,83.46,79.9,0,9,0.62,I feel great today,1234,0
STU04786,85.68,84.57,72.18,0,2,-0.05,Love my teachers,1206,0
STU04787,90.66,60.89,60.48,1,12,0.97,I feel great today,911,0
STU04788,57.17,70.54,86.54,1,0,0.3,Class was fun,1138,0
STU04789,93.62,72.18,63.23,0,13,0.33,Excited for the football game,1037,0
STU04790,92.26,68.15,65.45,0,12,0.23,Homework was easy,1008,0
STU04791,69.55,78.78,88.99,0,0,0.04,Had a good day at school,1232,0
STU04792,58.1,57.36,96.88,0,2,-0.59,So tired and stressed out,1058,1
STU04793,52.95,84.85,91.88,0,2,0.87,Class was fun,1307,0
STU04794,62.0,66.05,75.38,0,9,-0.11,Homework was easy,1037,0
STU04795,88.99,63.14,86.91,1,7,0.7,Had a good day at school,1065,0
STU04796,92.76,65.4,90.96,0,3,0.6,Had a good day at school,1108,0
STU04797,78.76,56.25,61.91,0,5,-0.73,Struggling with math,872,1
STU04798,82.45,76.44,88.0,0,4,0.01,Excited for the football game,1204,0
STU04799,64.71,85.57,65.33,0,1,0.09,Class was fun,1182,0
STU04800,82.49,59.36,89.4,0,2,-0.9,Struggling with math,1040,1
STU04801,74.35,50.53,78.05,0,5,-0.87,Too much pressure,895,1
STU04802,76.18,80.5,99.93,0,2,0.34,Love my teachers,1304,0
STU04803,70.85,62.24,77.63,0,0,0.18,I feel great today,1010,0
STU04804,75.58,59.27,76.38,0,0,0.0,Struggling with math,974,0
STU04805,79.73,59.86,90.78,1,7,-0.93,Feeling very overwhelmed,1052,1
STU04806,57.78,57.77,52.99,0,10,-0.75,So tired and stressed out,842,1
STU04807,87.92,85.04,85.45,0,4,0.05,I feel great today,1277,0
STU04808,88.67,50.13,74.96,0,10,-0.13,Nobody wants to talk to me,876,0
STU04809,64.32,79.97,78.0,0,0,0.73,Had a good day at school,1189,0
STU04810,93.67,84.26,72.56,0,0,-0.1,Class was fun,1205,0
STU04811,80.54,78.03,71.98,0,2,0.7,Class was fun,1140,0
STU04812,90.66,78.22,68.06,0,4,0.73,Love my teachers,1122,0
STU04813,95.05,51.35,68.44,0,0,-0.56,Nobody wants to talk to me,855,1
STU04814,73.93,47.99,74.86,0,4,-0.56,Too much pressure,854,1
STU04815,87.08,66.36,85.49,0,1,0.66,Class was fun,1091,0
STU04816,56.95,85.88,74.3,1,9,0.82,Excited for the football game,1230,0
STU04817,79.93,68.15,79.02,1,11,0.76,Love my teachers,1076,0
STU04818,79.74,55.51,65.93,1,4,-0.04,So tired and stressed out,884,1
STU04819,65.01,59.48,76.63,3,4,-0.88,I feel lonely during lunch,977,1
STU04820,87.76,70.49,89.86,1,6,0.09,I feel great today,1154,0
